Customer ID,Gender,Age,Dependents,Population,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Churn
2324-AALNO,Female,63,No,65566,48,Yes,23.76,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,24.55,1203.95,No
5760-IFJOZ,Male,57,No,2956,3,Yes,47.5,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,107.95,313.6,No
2826-UWHIS,Male,64,No,56,45,Yes,1.59,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.4,3775.85,No
7501-IWUNG,Female,57,No,3546,61,Yes,1.27,Yes,DSL,24,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,73.8,4616.05,No
4957-TREIR,Male,37,No,1729,3,Yes,38.05,Yes,DSL,7,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,64.4,195.65,No
8040-MNRTF,Female,47,No,14937,1,Yes,37.51,Yes,Fiber Optic,10,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,No
1536-HBSWP,Female,33,No,5868,1,Yes,14.93,Yes,DSL,4,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,No
5313-FPXWG,Male,58,No,2318,51,Yes,34.36,No,None,0,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.6,1266.4,No
0946-FKYTX,Male,42,No,56101,52,No,0,Yes,Cable,14,No,Yes,No,No,Yes,One Year,No,Mailed Check,30.1,1623.4,No
5076-YVXCM,Male,55,No,236,51,Yes,45.92,Yes,Fiber Optic,12,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,83.4,4149.45,No
8262-COGGB,Male,53,No,44741,1,Yes,11.61,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.45,20.45,No
6663-JOCQO,Male,55,No,22760,31,Yes,29.06,Yes,DSL,22,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,75.25,2344.5,No
9620-QJREV,Male,62,No,1935,47,Yes,42.25,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.55,1013.05,No
2480-JZOSN,Female,64,No,88,1,Yes,35.24,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.65,20.65,No
0078-XZMHT,Male,19,No,36718,72,Yes,32.36,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.15,6316.2,No
8338-QIUNR,Male,23,No,44588,72,Yes,6.09,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,66.5,4811.6,No
1525-LNLOJ,Male,34,No,35643,66,Yes,32.04,Yes,DSL,19,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,63.3,4189.7,No
9450-TRJUU,Male,52,No,53481,35,Yes,41.21,Yes,Fiber Optic,6,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.15,2848.45,No
1766-GKNMI,Male,56,No,59195,29,Yes,9.49,Yes,Fiber Optic,21,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,2516.2,No
6942-LBFDP,Female,30,No,44915,2,Yes,16.7,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.55,33.6,No
1456-TWCGB,Male,34,No,58632,4,Yes,38.01,Yes,Cable,5,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,49.25,208.45,No
7596-ZYWBB,Female,19,No,40836,65,Yes,43.29,Yes,DSL,76,Yes,Yes,No,Yes,No,Two Year,Yes,Mailed Check,59.6,3739.8,No
3014-WJKSM,Male,26,No,27047,29,Yes,3.35,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,75.3,2263.4,No
3347-YJZZE,Male,60,Yes,14859,29,Yes,6.73,Yes,DSL,27,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,80.1,2211.8,No
7929-DMBCV,Female,45,No,24499,20,Yes,11.39,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,81,1683.7,No
9661-JALZV,Female,23,No,29539,58,Yes,47.9,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,24.7,1519,No
5433-KYGHE,Female,53,Yes,812,14,Yes,47.72,Yes,Fiber Optic,22,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,86,1164.05,No
4312-KFRXN,Male,61,No,1363,72,Yes,34.29,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,25.4,1710.9,No
5575-TPIZQ,Male,21,No,4644,46,Yes,37.75,Yes,Fiber Optic,73,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,4245.55,No
0114-IGABW,Female,40,No,6526,71,No,0,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,58.25,4145.9,No
9944-AEXBM,Male,51,No,210,32,Yes,37.04,Yes,Fiber Optic,28,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,2664.3,No
1853-ARAAQ,Female,47,No,3220,26,No,0,Yes,DSL,7,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,50.35,1277.5,No
4697-LUPSU,Male,22,No,13106,2,Yes,38.41,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.2,34.75,No
8434-VGEQQ,Male,24,No,5726,61,Yes,46.76,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.55,1305.95,No
4950-HKQTE,Female,47,No,10909,22,Yes,5.28,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,26.25,605.9,No
6786-OBWQR,Female,20,Yes,15405,5,Yes,47.91,Yes,Fiber Optic,73,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,356.1,No
2753-JMMCV,Male,41,No,35586,65,Yes,22.23,Yes,DSL,18,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,No
6621-YOBKI,Male,46,No,670,5,Yes,31.78,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,92.75,No
1216-JWVUX,Male,51,Yes,2666,25,Yes,4.46,Yes,Fiber Optic,58,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1901.05,No
7564-GHCVB,Female,27,No,471,72,Yes,7.29,Yes,Fiber Optic,53,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,79.05,5730.7,No
1173-NOEYG,Female,25,No,2687,27,Yes,18.74,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,2423.4,No
7595-EHCDL,Male,48,Yes,30540,32,No,0,Yes,DSL,19,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,50.6,1653.45,No
6647-ZEDXT,Female,19,No,37364,30,Yes,13.16,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.45,3327.05,No
2521-NPUZR,Male,26,No,43684,70,Yes,41.05,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101,7085.5,No
4381-MHQDC,Female,38,No,7958,47,Yes,35.75,Yes,DSL,13,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,65,2879.9,No
6923-JHPMP,Female,35,No,7918,2,Yes,35.41,Yes,Fiber Optic,25,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,137.1,No
4018-PPNDW,Female,23,No,8316,61,Yes,13.35,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,24.1,1551.6,No
1635-FJFCC,Female,46,No,7831,5,Yes,10.99,Yes,DSL,29,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.05,202.15,No
6425-JWTDV,Male,43,No,2241,48,Yes,15.95,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.25,855.1,No
8405-IGQFX,Female,41,No,826,63,Yes,40.34,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.05,5817,No
8224-IVVPA,Female,35,No,1022,27,Yes,25.21,Yes,DSL,9,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,1652.95,No
9477-LGWQI,Male,28,No,64,70,Yes,24.08,Yes,DSL,46,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,80.15,5600.15,No
1410-RSCMR,Male,47,Yes,7685,7,Yes,49.98,Yes,Cable,25,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,515.75,No
3115-CZMZD,Male,24,No,734,10,Yes,13.16,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.25,202.5,No
0139-IVFJG,Female,19,No,46171,2,Yes,4.65,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.35,190.5,No
5730-DBDSI,Male,50,No,618,66,Yes,45.54,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1253.8,No
0030-FNXPP,Female,22,No,71,3,Yes,3.12,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,57.2,No
5684-FJVYR,Female,41,No,2771,72,Yes,9.6,Yes,Fiber Optic,25,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,No
4013-GUXND,Male,37,No,35109,1,Yes,48.14,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,20.8,No
1266-NZYUI,Female,56,No,504,72,Yes,14.65,Yes,DSL,20,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,66.85,4758.8,No
7969-FFOWG,Male,30,No,11198,65,Yes,18.07,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.9,1292.6,No
4718-DHSMV,Female,22,No,1220,11,No,0,Yes,DSL,52,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.8,363.15,No
5175-WLYXL,Male,56,No,42239,22,Yes,30.35,Yes,Fiber Optic,10,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.85,1600.25,No
7817-OMJNA,Male,23,No,8217,14,Yes,36.42,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,20.4,275.7,No
8728-SKJLR,Male,45,No,318,41,Yes,1.08,Yes,Fiber Optic,6,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,3089.1,No
3137-NYQQI,Male,32,No,67232,17,Yes,45.35,Yes,DSL,11,Yes,Yes,No,No,Yes,One Year,No,Credit Card,64.8,1175.6,No
7706-DZNKK,Male,63,No,34045,11,Yes,44.53,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,237.3,No
8823-RLPWL,Female,24,No,14931,72,Yes,41.21,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,110.65,8065.65,No
9505-SQFSW,Female,59,Yes,25805,3,No,0,Yes,Cable,53,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,40.3,92.5,No
3758-CKOQL,Female,20,No,413,59,Yes,41.15,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,107,6152.3,No
5676-CFLYY,Male,30,No,1968,71,Yes,16.24,Yes,Cable,59,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,No
7521-AFHAB,Female,45,Yes,3464,5,Yes,35.6,Yes,Cable,19,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.8,220.45,No
0285-INHLN,Male,54,Yes,273,27,Yes,36.19,Yes,DSL,53,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,No
5125-CNDSP,Male,48,No,273,63,No,0,Yes,DSL,28,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,No
4992-LTJNE,Male,40,No,1766,72,Yes,24.24,Yes,DSL,27,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3,3983.6,No
2202-OUTMO,Female,59,No,5446,34,Yes,12.3,Yes,DSL,26,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.85,2003.6,No
0810-BDHAW,Female,54,No,19391,24,Yes,31.62,Yes,DSL,12,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,78.4,1832.4,No
0229-LFJAF,Male,53,No,46858,72,Yes,3.66,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,No
7131-ZQZNK,Female,46,No,33856,60,No,0,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,59.85,3590.2,No
3442-ZHHCC,Male,60,No,9395,68,Yes,1.27,Yes,Cable,13,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,76.9,5023,No
5726-CVNYA,Female,44,No,5519,8,Yes,17.09,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,146.6,No
9871-ELEYA,Female,22,No,1965,34,Yes,20.75,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.65,2339.3,No
4257-GAESD,Female,25,No,24206,6,No,0,Yes,Cable,52,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45,298.7,No
5173-WXOQV,Male,38,No,9388,2,Yes,4.41,Yes,DSL,26,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,64.2,143.65,No
2040-OBMLJ,Male,24,No,506,31,Yes,17.18,Yes,Fiber Optic,76,No,No,No,Yes,Yes,One Year,No,Credit Card,81.7,2548.65,No
6286-ZHAOK,Female,47,Yes,9491,20,Yes,36.85,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.55,507.4,No
3807-XHCJH,Female,21,Yes,77,1,Yes,6.86,No,None,0,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,20,No
8859-AXJZP,Male,39,No,152,39,Yes,29.56,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,23.8,903.8,No
3174-AKMAS,Female,61,No,93,46,Yes,37.02,Yes,DSL,6,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,64.2,3009.5,No
9926-PJHDQ,Female,45,No,14088,72,Yes,43.47,Yes,Cable,9,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,76.8,5468.45,No
7382-DFJTU,Male,63,No,52,18,Yes,47.72,Yes,DSL,28,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,55.2,1058.1,No
2798-NYLMZ,Male,29,No,29124,71,Yes,31.97,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616,No
8098-TDCBU,Female,55,No,3376,42,Yes,33.63,No,None,0,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1108.2,No
3551-GAEGL,Male,23,No,8521,34,No,0,Yes,DSL,42,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,30.4,938.65,No
3196-NVXLZ,Female,23,No,8449,25,Yes,9.57,Yes,Fiber Optic,59,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.6,2088.05,No
0036-IHMOT,Female,37,Yes,12587,55,Yes,35.04,Yes,Fiber Optic,57,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,103.7,5656.75,No
4178-EGMON,Male,30,No,1314,70,Yes,9.28,Yes,Fiber Optic,51,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,88,5986.45,No
4220-TINQT,Female,41,No,265,61,Yes,27.63,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,6751.35,No
5318-YKDPV,Male,62,No,972,43,Yes,41.08,Yes,DSL,18,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.15,3566.6,No
7975-TZMLR,Male,37,No,25923,47,Yes,16.64,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.1,4889.3,No
0295-QVKPB,Male,38,No,5729,5,Yes,13.96,Yes,DSL,5,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,No
4335-BSMJS,Female,55,No,28991,62,Yes,8.23,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,25.8,1563.95,No
9146-JRIOX,Female,47,Yes,642,14,Yes,31.7,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,25.55,372.45,No
5337-IIWKZ,Male,35,Yes,306,34,No,0,Yes,DSL,76,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,1442.6,No
9650-VBUOG,Male,44,Yes,1130,38,Yes,33.1,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,25.05,963.95,No
3487-EARAT,Female,46,No,327,70,Yes,19.1,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,5222.3,No
2672-TGEFF,Female,33,Yes,646,37,Yes,1.08,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.8,3340.55,No
8184-WMOFI,Male,47,No,47999,62,Yes,14.05,Yes,DSL,25,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,71.4,4487.3,No
6092-QZVPP,Male,27,No,26580,36,Yes,42.51,Yes,Cable,52,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.2,2854.95,No
4625-LAMOB,Male,36,No,35451,44,Yes,1.4,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.4,905.55,No
0392-BZIUW,Female,44,No,29337,72,Yes,6.58,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,105,7589.8,No
6549-NNDYT,Female,59,No,45087,13,No,0,Yes,Cable,7,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.85,394.1,No
0422-OHQHQ,Female,23,No,60889,15,Yes,34.63,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.55,295.95,No
6916-HIJSE,Female,57,No,21010,65,Yes,41.74,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,5459.2,No
2316-ESMLS,Female,54,No,39148,12,No,0,Yes,DSL,27,Yes,No,No,Yes,Yes,One Year,No,Credit Card,33.15,444.75,No
9778-OGKQZ,Male,55,No,54701,72,Yes,5.32,Yes,DSL,5,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,92,6782.15,No
7408-OFWXJ,Female,23,No,16346,72,Yes,44.92,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.8,6510.45,No
6007-TCTST,Female,57,Yes,35739,72,Yes,12.29,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8476.5,No
2252-NKNSI,Male,63,No,58548,52,Yes,32.02,Yes,DSL,28,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,85.15,4461.85,No
8713-IGZSO,Male,50,No,53946,2,Yes,40.25,No,None,0,No,No,No,No,No,Month-to-Month,No,Credit Card,24.85,62,No
7905-TVXTA,Female,63,No,22292,5,Yes,8.32,Yes,DSL,22,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.35,352.65,No
7695-PKLCZ,Female,32,No,13027,68,Yes,48.41,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,20.5,1424.9,No
8374-UULRV,Male,22,No,2966,72,Yes,48.36,Yes,DSL,71,Yes,Yes,No,Yes,No,Two Year,No,Credit Card,86.05,6309.65,No
3224-DFQNQ,Female,59,No,6691,66,Yes,37.38,Yes,Fiber Optic,8,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,89,5898.6,No
5275-PMFUT,Male,52,No,1140,72,No,0,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,64.8,4719.75,No
4795-UXVCJ,Male,63,No,9023,26,Yes,45.7,No,None,0,No,No,No,No,No,One Year,No,Credit Card,19.8,457.3,No
9777-IQHWP,Male,53,Yes,14204,64,Yes,30.82,Yes,Fiber Optic,11,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,93.4,5822.3,No
0979-MOZQI,Male,61,No,32857,62,No,0,Yes,Cable,4,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,39,2337.45,No
2732-ISEZX,Female,44,No,15449,5,Yes,24.61,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.5,104.3,No
0323-XWWTN,Male,44,Yes,521,3,Yes,33.87,No,None,0,No,No,No,No,No,Two Year,Yes,Credit Card,26.4,121.25,No
1937-OTUKY,Female,32,No,38244,72,Yes,25.48,Yes,Fiber Optic,3,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.2,7015.9,No
1573-LGXBA,Male,26,Yes,13003,57,Yes,4.18,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,97.55,5598,No
1764-VUUMT,Male,63,Yes,407,66,Yes,37.94,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.95,1269.1,No
4713-ZBURT,Male,33,Yes,3635,45,Yes,23.54,Yes,Fiber Optic,12,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,99.7,4634.35,No
3050-GBUSH,Female,25,No,40346,3,No,0,Yes,DSL,46,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,113.95,No
7876-AEHIG,Female,48,No,63337,51,No,0,Yes,DSL,10,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,60.15,3077,No
7945-HLKEA,Female,29,No,17929,60,Yes,37.95,Yes,DSL,27,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,64.75,4039.5,No
9342-VNIMQ,Male,62,No,1622,33,Yes,5.91,Yes,DSL,5,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.65,1665.2,No
3199-NPKCN,Female,39,No,39062,67,Yes,35.03,Yes,Fiber Optic,23,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.25,7511.65,No
5170-PTRKA,Female,19,No,6876,49,No,0,Yes,Cable,82,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,35.8,1782,No
4661-NJEUX,Male,42,No,6601,1,Yes,3.23,No,None,0,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,20.05,No
0048-LUMLS,Male,23,Yes,3064,37,Yes,43.01,Yes,Fiber Optic,51,No,No,No,No,Yes,One Year,No,Credit Card,91.2,3247.55,No
5898-IGSLP,Male,37,Yes,13483,31,Yes,20.76,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,2823,No
7997-EASSD,Female,56,No,35737,63,Yes,38.85,Yes,Fiber Optic,27,No,No,No,Yes,Yes,One Year,Yes,Credit Card,81.2,4965.1,No
0730-KOAVE,Male,53,No,25569,30,Yes,41.66,Yes,Fiber Optic,28,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,No
8975-SKGRX,Male,29,No,32368,71,Yes,33.83,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.1,8310.55,No
0678-RLHVP,Female,33,No,10658,53,Yes,12.92,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,105.55,5682.25,No
2267-FPIMA,Male,27,No,28098,50,Yes,17.58,Yes,Fiber Optic,47,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,No
1051-GEJLJ,Female,19,No,291,2,Yes,27.17,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.5,27.55,No
5285-MVEHD,Female,35,No,50070,56,Yes,34.1,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,105.6,6068.65,No
0379-DJQHR,Male,60,No,16985,67,Yes,45.25,Yes,DSL,18,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,81.35,5398.6,No
5543-QDCRY,Male,38,No,23036,4,Yes,20.76,Yes,DSL,30,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,234.85,No
0297-RBCSG,Male,61,No,384,19,Yes,41.79,Yes,DSL,6,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,No
4694-PHWFW,Female,26,Yes,2066,8,Yes,45.87,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,170.9,No
0835-JKADZ,Female,29,No,17372,71,Yes,41.92,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.25,7984.15,No
3865-YIOTT,Male,40,Yes,74641,72,Yes,11.67,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.1,7848.5,No
5993-BQHEA,Male,42,No,3337,12,Yes,16.59,No,None,0,No,No,No,No,No,One Year,No,Credit Card,20.05,267,No
6024-RUGGH,Male,22,Yes,73117,72,Yes,28.06,No,None,0,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.2,1798.9,No
4079-WWQQQ,Male,45,No,42959,72,No,0,Yes,Cable,10,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.55,4807.45,No
6103-BOCOU,Female,37,No,38756,26,Yes,20.64,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,2193,No
5149-TGWDZ,Female,48,No,38955,21,Yes,36.31,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.55,2239.4,No
7471-WNSUF,Male,23,No,42476,60,Yes,16.42,No,None,0,No,No,No,No,No,One Year,No,Bank Withdrawal,24.15,1505.9,No
8942-DBMHZ,Male,26,No,55504,12,Yes,41.11,No,None,0,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.45,255.35,No
4301-VVZKA,Male,25,No,22920,16,Yes,25.83,Yes,Fiber Optic,46,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1189.4,No
9199-PWQVC,Female,38,No,33177,63,Yes,49.08,Yes,Cable,24,Yes,Yes,No,No,No,One Year,Yes,Credit Card,79.7,4786.15,No
5393-HJZSM,Female,54,Yes,2240,32,Yes,32.43,Yes,Cable,19,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.3,2404.15,No
0862-PRCBS,Female,32,Yes,26297,68,Yes,16.09,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,No
8812-ZRHFP,Female,53,Yes,26831,30,Yes,48.43,Yes,Fiber Optic,58,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,No
5146-CBVOE,Female,44,No,40137,16,Yes,38.02,Yes,Fiber Optic,25,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.1,1212.85,No
0454-OKRCT,Male,32,No,16198,33,Yes,34.85,Yes,Fiber Optic,27,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,80.6,2651.1,No
5787-KXGIY,Male,54,No,45499,72,Yes,2.61,No,None,0,No,No,No,No,No,Two Year,No,Credit Card,19.3,1304.8,No
4198-VFOEA,Female,58,No,13386,12,No,0,Yes,DSL,19,Yes,No,No,Yes,Yes,One Year,Yes,Mailed Check,33.6,435.45,No
